timestamp,station_id,temperature,humidity,pressure,wind_speed,wind_direction,rain_mm,cloud_cover,humidity_roll_mean_3,cloud_cover_roll_mean_3,wind_speed_roll_mean_3,rain_last_3_sum,pressure_previous,pressure_change,rain_previous,rain_next,will_rain_next
2026-06-27 10:14:35.302418+00:00,GDN_01,17.13,71.77,1026.14,6.67,176,0.0,55,68.99333333333333,72.0,6.876666666666666,2.2800000000000002,1001.96,24.180000000000064,1.37,0.69,1
2026-06-27 10:24:35.302418+00:00,GDN_01,20.82,85.68,1023.55,9.17,231,0.69,33,78.46333333333332,52.333333333333336,8.106666666666667,2.06,1026.14,-2.5900000000001455,0.0,1.23,1
2026-06-27 10:34:35.302418+00:00,GDN_01,19.69,56.81,1017.91,10.21,216,1.23,57,71.42,48.333333333333336,8.683333333333332,1.92,1023.55,-5.639999999999986,0.69,0.0,0
2026-06-27 10:44:35.302418+00:00,GDN_01,20.29,55.0,1025.46,5.4,103,0.0,90,65.83,60.0,8.26,1.92,1017.91,7.550000000000068,1.23,0.0,0
2026-06-27 10:54:35.302418+00:00,GDN_01,13.77,59.81,1007.08,12.44,112,0.0,1,57.20666666666667,49.333333333333336,9.35,1.23,1025.46,-18.379999999999995,0.0,0.0,0
2026-06-27 11:04:35.302418+00:00,GDN_01,15.7,70.25,1027.57,7.14,45,0.0,89,61.68666666666667,60.0,8.326666666666666,0.0,1007.08,20.489999999999895,0.0,0.0,0
2026-06-27 11:14:35.302418+00:00,GDN_01,14.92,49.71,999.62,5.95,350,0.0,7,59.92333333333334,32.333333333333336,8.51,0.0,1027.57,-27.949999999999932,0.0,0.08,1
2026-06-27 11:24:35.302418+00:00,GDN_01,18.69,61.18,1023.73,12.11,126,0.08,32,60.379999999999995,42.666666666666664,8.399999999999999,0.08,999.62,24.110000000000014,0.0,0.08,1
2026-06-27 11:34:35.302418+00:00,GDN_01,16.62,63.69,1001.07,8.58,180,0.08,89,58.19333333333333,42.666666666666664,8.879999999999999,0.16,1023.73,-22.659999999999968,0.08,0.87,1
2026-06-27 11:44:35.302418+00:00,GDN_01,17.03,61.08,1023.39,3.77,343,0.87,73,61.98333333333333,64.66666666666667,8.153333333333332,1.03,1001.07,22.319999999999936,0.08,0.49,1
2026-06-27 11:54:35.302418+00:00,GDN_01,20.25,57.86,1022.52,9.91,348,0.49,14,60.876666666666665,58.666666666666664,7.419999999999999,1.44,1023.39,-0.8700000000000045,0.87,0.12,1
2026-06-27 12:04:35.302418+00:00,GDN_01,13.64,64.85,1014.12,9.94,315,0.12,99,61.26333333333333,62.0,7.873333333333332,1.48,1022.52,-8.399999999999977,0.49,0.0,0
2026-06-27 12:14:35.302418+00:00,GDN_01,13.27,48.29,1010.15,7.36,237,0.0,34,57.0,49.0,9.069999999999999,0.61,1014.12,-3.9700000000000273,0.12,0.85,1
2026-06-27 12:24:35.302418+00:00,GDN_01,13.57,92.84,997.58,0.46,244,0.85,53,68.66000000000001,62.0,5.919999999999999,0.97,1010.15,-12.569999999999936,0.0,0.35,1
2026-06-27 12:34:35.302418+00:00,GDN_01,20.39,79.78,1026.34,13.44,83,0.35,66,73.63666666666667,51.0,7.086666666666666,1.2,997.58,28.759999999999877,0.85,1.57,1
2026-06-27 12:44:35.302418+00:00,GDN_01,13.9,65.06,995.13,8.04,122,1.57,68,79.22666666666667,62.333333333333336,7.313333333333333,2.77,1026.34,-31.209999999999923,0.35,0.15,1
2026-06-27 12:54:35.302418+00:00,GDN_01,15.1,69.43,997.21,6.64,269,0.15,1,71.42333333333335,45.0,9.373333333333333,2.07,995.13,2.080000000000041,1.57,0.0,0
2026-06-27 13:04:35.302418+00:00,GDN_01,16.55,79.08,1016.32,5.91,268,0.0,75,71.19000000000001,48.0,6.863333333333332,1.72,997.21,19.110000000000014,0.15,0.1,1
2026-06-27 13:14:35.302418+00:00,GDN_01,20.1,62.87,1012.89,13.01,186,0.1,84,70.46000000000001,53.333333333333336,8.52,0.25,1016.32,-3.4300000000000637,0.0,0.0,0
2026-06-27 13:24:35.302418+00:00,GDN_01,18.43,86.62,1020.07,6.55,266,0.0,77,76.19000000000001,78.66666666666667,8.49,0.1,1012.89,7.180000000000064,0.1,0.83,1
2026-06-27 13:34:35.302418+00:00,GDN_01,19.48,70.63,995.63,7.12,17,0.83,25,73.37333333333333,62.0,8.893333333333333,0.9299999999999999,1020.07,-24.440000000000055,0.0,1.49,1
2026-06-27 13:44:35.302418+00:00,GDN_01,14.13,45.34,1000.85,2.51,86,1.49,38,67.53000000000002,46.666666666666664,5.3933333333333335,2.32,995.63,5.220000000000027,0.83,0.0,0
2026-06-27 13:54:35.302418+00:00,GDN_01,13.84,64.56,1018.88,0.13,142,0.0,40,60.17666666666668,34.333333333333336,3.2533333333333334,2.3200000000000003,1000.85,18.029999999999973,1.49,0.0,0
2026-06-27 14:04:35.302418+00:00,GDN_01,16.39,89.65,1008.81,11.97,302,0.0,54,66.51666666666668,44.0,4.87,1.49,1018.88,-10.07000000000005,0.0,1.37,1
2026-06-27 14:14:35.302418+00:00,GDN_01,14.18,46.7,1014.25,2.13,142,1.37,62,66.97000000000001,52.0,4.743333333333333,1.3700000000000003,1008.81,5.440000000000055,0.0,0.41,1
2026-06-27 14:24:35.302418+00:00,GDN_01,17.78,93.53,1014.62,12.67,294,0.41,85,76.62666666666668,67.0,8.923333333333334,1.7800000000000002,1014.25,0.37000000000000455,1.37,0.22,1
2026-06-27 14:34:35.302418+00:00,GDN_01,17.75,66.53,1028.1,1.54,335,0.22,74,68.92000000000002,73.66666666666667,5.446666666666666,2.0000000000000004,1014.62,13.479999999999905,0.41,2.45,1
2026-06-27 14:44:35.302418+00:00,GDN_01,17.14,73.96,1019.31,4.84,81,2.45,60,78.00666666666667,73.0,6.3500000000000005,3.0800000000000005,1028.1,-8.789999999999964,0.22,0.49,1
2026-06-27 14:54:35.302418+00:00,GDN_01,20.47,84.36,1014.14,12.27,290,0.49,16,74.95,50.0,6.216666666666666,3.16,1019.31,-5.169999999999959,2.45,0.95,1
2026-06-27 15:04:35.302418+00:00,GDN_01,15.78,85.54,1019.55,13.3,86,0.95,43,81.28666666666668,39.666666666666664,10.136666666666667,3.8900000000000006,1014.14,5.409999999999968,0.49,0.68,1
2026-06-27 15:14:35.302418+00:00,GDN_01,19.72,50.28,1000.33,12.38,84,0.68,10,73.39333333333335,23.0,12.65,2.1200000000000006,1019.55,-19.219999999999914,0.95,0.46,1
2026-06-27 15:24:35.302418+00:00,GDN_01,20.79,53.39,1028.24,11.12,317,0.46,5,63.070000000000014,19.333333333333332,12.266666666666666,2.0900000000000003,1000.33,27.909999999999968,0.68,0.17,1
2026-06-27 15:34:35.302418+00:00,GDN_01,13.52,64.86,1011.09,2.98,213,0.17,33,56.17666666666668,16.0,8.826666666666666,1.3100000000000005,1028.24,-17.149999999999977,0.46,1.8,1
2026-06-27 15:44:35.302418+00:00,GDN_01,15.5,80.03,996.02,6.19,258,1.8,88,66.09333333333335,42.0,6.763333333333333,2.4300000000000006,1011.09,-15.07000000000005,0.17,0.0,0
2026-06-27 15:54:35.302418+00:00,GDN_01,17.44,67.21,1015.76,6.93,250,0.0,53,70.7,58.0,5.366666666666667,1.9700000000000004,996.02,19.74000000000001,1.8,0.11,1
2026-06-27 16:04:35.302418+00:00,GDN_01,13.16,90.3,1002.48,9.05,41,0.11,11,79.18,50.666666666666664,7.390000000000001,1.9100000000000004,1015.76,-13.279999999999973,0.0,0.0,0
2026-06-27 16:14:35.302418+00:00,GDN_01,19.63,91.29,1007.82,6.98,53,0.0,99,82.93333333333334,54.333333333333336,7.653333333333333,0.11000000000000022,1002.48,5.340000000000032,0.11,2.5,1
2026-06-27 16:24:35.302418+00:00,GDN_01,13.08,49.83,1001.17,7.72,289,2.5,69,77.14000000000001,59.666666666666664,7.916666666666667,2.6100000000000003,1007.82,-6.650000000000091,0.0,0.79,1
2026-06-27 16:34:35.302418+00:00,GDN_01,19.34,90.61,1012.43,12.94,25,0.79,43,77.24333333333334,70.33333333333333,9.213333333333333,3.2900000000000005,1001.17,11.259999999999991,2.5,0.0,0
2026-06-27 16:44:35.302418+00:00,GDN_01,17.52,58.93,1006.89,8.61,45,0.0,48,66.45666666666666,53.333333333333336,9.756666666666666,3.2900000000000005,1012.43,-5.539999999999964,0.79,0.0,0
2026-06-27 16:54:35.302418+00:00,GDN_01,15.77,69.78,998.14,9.43,130,0.0,37,73.10666666666667,42.666666666666664,10.326666666666666,0.7900000000000005,1006.89,-8.75,0.0,0.92,1
2026-06-27 17:04:35.302418+00:00,GDN_01,20.92,65.55,999.29,2.09,342,0.92,73,64.75333333333334,52.666666666666664,6.71,0.9200000000000005,998.14,1.1499999999999773,0.0,0.0,0
2026-06-27 17:14:35.302418+00:00,GDN_01,19.39,64.63,999.52,5.81,220,0.0,85,66.65333333333335,65.0,5.776666666666666,0.9200000000000005,999.29,0.2300000000000182,0.92,0.0,0
2026-06-27 17:24:35.302418+00:00,GDN_01,13.48,83.73,1028.33,10.36,141,0.0,17,71.30333333333334,58.333333333333336,6.086666666666666,0.9200000000000005,999.52,28.809999999999945,0.0,0.55,1
2026-06-27 17:34:35.302418+00:00,GDN_01,16.01,86.04,1005.9,3.84,71,0.55,32,78.13333333333334,44.666666666666664,6.669999999999999,0.5500000000000005,1028.33,-22.42999999999995,0.0,1.22,1
2026-06-27 17:44:35.302418+00:00,GDN_01,20.26,89.22,1003.23,2.48,106,1.22,89,86.33,46.0,5.56,1.7700000000000005,1005.9,-2.669999999999959,0.55,1.55,1
2026-06-27 17:54:35.302418+00:00,GDN_01,16.27,50.16,1017.19,10.87,308,1.55,96,75.14,72.33333333333333,5.7299999999999995,3.3200000000000003,1003.23,13.960000000000036,1.22,0.0,0
2026-06-27 18:04:35.302418+00:00,GDN_01,20.74,92.9,1006.83,2.24,47,0.0,43,77.42666666666668,76.0,5.196666666666666,2.7700000000000005,1017.19,-10.360000000000014,1.55,0.0,0
2026-06-27 18:14:35.302418+00:00,GDN_01,14.85,79.49,1009.57,3.63,349,0.0,85,74.18333333333335,74.66666666666667,5.579999999999999,1.5500000000000005,1006.83,2.740000000000009,0.0,0.67,1
2026-06-27 18:24:35.302418+00:00,GDN_01,15.75,62.38,1015.75,0.4,292,0.67,95,78.25666666666667,74.33333333333333,2.0900000000000003,0.6700000000000005,1009.57,6.17999999999995,0.0,0.0,0
2026-06-27 18:34:35.302418+00:00,GDN_01,16.34,46.06,1001.34,6.39,358,0.0,57,62.64333333333334,79.0,3.473333333333333,0.6700000000000005,1015.75,-14.409999999999968,0.67,1.19,1
2026-06-27 18:44:35.302418+00:00,GDN_01,18.94,51.01,1025.13,2.47,231,1.19,73,53.15000000000001,75.0,3.0866666666666664,1.8600000000000003,1001.34,23.790000000000077,0.0,2.22,1
2026-06-27 18:54:35.302418+00:00,GDN_01,14.37,68.81,1013.54,7.91,136,2.22,92,55.29333333333335,74.0,5.59,3.4100000000000006,1025.13,-11.590000000000146,1.19,0.01,1
2026-06-27 19:04:35.302418+00:00,GDN_01,15.14,72.49,999.64,10.25,280,0.01,20,64.10333333333334,61.666666666666664,6.876666666666666,3.4200000000000004,1013.54,-13.899999999999977,2.22,0.79,1
2026-06-27 19:14:35.302418+00:00,GDN_01,19.62,94.82,1019.82,3.57,274,0.79,95,78.70666666666666,69.0,7.243333333333333,3.0200000000000005,999.64,20.180000000000064,0.01,0.58,1
2026-06-27 19:24:35.302418+00:00,GDN_01,20.17,59.83,1020.15,6.22,268,0.58,14,75.71333333333332,43.0,6.68,1.3800000000000003,1019.82,0.32999999999992724,0.79,0.0,0
2026-06-27 19:34:35.302418+00:00,GDN_01,15.23,66.66,1026.75,13.32,212,0.0,68,73.77,59.0,7.703333333333333,1.3700000000000006,1020.15,6.600000000000023,0.58,0.42,1
2026-06-27 19:44:35.302418+00:00,GDN_01,13.32,67.39,1001.97,11.2,8,0.42,93,64.62666666666668,58.333333333333336,10.246666666666666,1.0000000000000004,1026.75,-24.779999999999973,0.0,0.0,0
2026-06-27 19:54:35.302418+00:00,GDN_01,19.24,91.71,1018.53,2.28,130,0.0,33,75.25333333333333,64.66666666666667,8.933333333333334,0.42000000000000043,1001.97,16.559999999999945,0.42,1.1,1
2026-06-27 20:04:35.302418+00:00,GDN_01,15.22,58.85,1012.87,5.77,354,1.1,22,72.65000000000002,49.333333333333336,6.416666666666667,1.5200000000000005,1018.53,-5.659999999999968,0.0,0.0,0
2026-06-27 20:14:35.302418+00:00,GDN_01,17.39,60.43,1025.16,5.18,192,0.0,68,70.33,41.0,4.409999999999999,1.1000000000000005,1012.87,12.290000000000077,1.1,0.45,1
2026-06-27 20:24:35.302418+00:00,GDN_01,20.21,92.18,1001.69,5.99,274,0.45,50,70.48666666666668,46.666666666666664,5.646666666666666,1.5500000000000005,1025.16,-23.470000000000027,0.0,2.24,1
2026-06-27 20:34:35.302418+00:00,GDN_01,17.94,80.58,1008.75,1.08,218,2.24,42,77.73000000000002,53.333333333333336,4.083333333333333,2.6900000000000004,1001.69,7.059999999999945,0.45,1.0,1
